month_number,years,year_number,month_in_year,monthly_rent,cumulative_rent,cumulative_buying_costs,monthly_payment,monthly_interest,cumulative_principal_remaining,cumulative_equity,cumulative_payment,cumulative_interest,house_value,cumulative_appreciation,cumulative_depreceation,house_value_yearly,monthly_utilities,cumulative_utilities,monthly_property_tax,cumulative_property_tax,monthly_maintenance,cumulative_maintenance,cumulative_selling_costs
101,8.416666666666666,9,5,1772.0502705836373,164993.13924594547,8000,1110.721078865162,627.1672336129798,150036.58222186295,49963.41777813705,112182.82896538137,72219.41118724534,2e5,0,-0,2e5,510,51510,833.3333333333334,84166.66666666667,510,51510,1e4
102,8.5,9,6,1774.976955676596,166768.11620162206,8000,1110.721078865162,625.1524259244289,149551.0135689222,50448.98643107779,113293.55004424653,72844.56361316975,2e5,0,-0,2e5,510,52020,833.3333333333334,85e3,510,52020,1e4
103,8.583333333333334,9,7,1777.9084744279305,168546.02467604997,8000,1110.721078865162,623.1292232038426,149063.42171326088,50936.578286739124,114404.2711231117,73467.69283637361,2e5,0,-0,2e5,510,52530,833.3333333333334,85833.33333333334,510,52530,1e4
104,8.666666666666666,9,8,1780.844834820821,170326.8695108708,8000,1110.721078865162,621.0975904719203,148573.7982248676,51426.20177513239,115514.99220197686,74088.79042684552,2e5,0,-0,2e5,510,53040,833.3333333333334,86666.66666666667,510,53040,1e4
105,8.75,9,9,1783.7860448516321,172110.65555572245,8000,1110.721078865162,619.0574926036151,148082.13463860605,51917.86536139395,116625.71328084201,74707.84791944914,2e5,0,-0,2e5,510,53550,833.3333333333334,87500,510,53550,1e4
106,8.833333333333334,9,10,1786.7321125299352,173897.38766825237,8000,1110.721078865162,617.0088943275252,147588.4224540684,52411.57754593159,117736.43435970719,75324.85681377666,2e5,0,-0,2e5,510,54060,833.3333333333334,88333.33333333334,510,54060,1e4
107,8.916666666666666,9,11,1789.68304587853,175687.0707141309,8000,1110.721078865162,614.951760225285,147092.65313542853,52907.346864571475,118847.15543857234,75939.80857400195,2e5,0,-0,2e5,510,54570,833.3333333333334,89166.66666666667,510,54570,1e4
108,9,9,12,1792.6388529334665,177479.70956706436,8000,1110.721078865162,612.8860547309522,146594.8181112943,53405.1818887057,119957.8765174375,76552.6946287329,2e5,0,-0,2e5,510,55080,833.3333333333334,9e4,510,55080,1e4
109,9.083333333333334,10,1,1795.5995417440672,179275.30910880843,8000,1110.721078865162,610.8117421303929,146094.90877455953,53905.09122544047,121068.59759630267,77163.5063708633,2e5,0,-0,2e5,510,55590,833.3333333333334,90833.33333333334,510,55590,1e4
110,9.166666666666666,10,2,1798.565120372948,181073.87422918138,8000,1110.721078865162,608.7287865606647,145592.91648225504,54407.08351774496,122179.31867516783,77772.23515742396,2e5,0,-0,2e5,510,56100,833.3333333333334,91666.66666666667,510,56100,1e4
111,9.25,10,3,1801.5355968960419,182875.40982607743,8000,1110.721078865162,606.637152009396,145088.83255539925,54911.16744460075,123290.03975403299,78378.87230943335,2e5,0,-0,2e5,510,56610,833.3333333333334,92500,510,56610,1e4
112,9.333333333333334,10,4,1804.5109794026191,184679.92080548004,8000,1110.721078865162,604.5368023141635,144582.64827884824,55417.35172115176,124400.76083289816,78983.40911174752,2e5,0,-0,2e5,510,57120,833.3333333333334,93333.33333333334,510,57120,1e4
113,9.416666666666666,10,5,1807.4912759953102,186487.41208147534,8000,1110.721078865162,602.4277011618676,144074.35490114492,55925.64509885508,125511.48191176332,79585.83681290939,2e5,0,-0,2e5,510,57630,833.3333333333334,94166.66666666667,510,57630,1e4
114,9.5,10,6,1810.4764947901276,188297.88857626548,8000,1110.721078865162,600.3098120881039,143563.94363436784,56436.05636563216,126622.20299062847,80186.14662499749,2e5,0,-0,2e5,510,58140,833.3333333333334,95e3,510,58140,1e4
115,9.583333333333334,10,7,1813.4666439164891,190111.35522018198,8000,1110.721078865162,598.1830984765327,143051.4056539792,56948.59434602081,127732.92406949365,80784.32972347402,2e5,0,-0,2e5,510,58650,833.3333333333334,95833.33333333334,510,58650,1e4
116,9.666666666666666,10,8,1816.4617315172375,191927.8169516992,8000,1110.721078865162,596.0475235582467,142536.73209867228,57463.26790132772,128843.6451483588,81380.37724703227,2e5,0,-0,2e5,510,59160,833.3333333333334,96666.66666666667,510,59160,1e4
117,9.75,10,9,1819.461765748665,193747.2787174479,8000,1110.721078865162,593.9030504111345,142019.91407021825,57980.08592978175,129954.36622722396,81974.2802974434,2e5,0,-0,2e5,510,59670,833.3333333333334,97500,510,59670,1e4
118,9.833333333333334,10,10,1822.466754780534,195569.74547222842,8000,1110.721078865162,591.7496419592427,141500.9426333123,58499.05736668769,131065.08730608913,82566.02993940264,2e5,0,-0,2e5,510,60180,833.3333333333334,98333.33333333334,510,60180,1e4
119,9.916666666666666,10,11,1825.4767067961006,197395.2221790245,8000,1110.721078865162,589.5872609721346,140979.80881541927,59020.19118458073,132175.8083849543,83155.61720037478,2e5,0,-0,2e5,510,60690,833.3333333333334,99166.66666666667,510,60690,1e4
120,10,10,12,1828.491629992136,199223.71380901666,8000,1110.721078865162,587.415870064247,140456.50360661835,59543.49639338165,133286.52946381946,83743.03307043902,2e5,0,-0,2e5,510,61200,833.3333333333334,1e5,510,61200,1e4
121,10.083333333333334,11,1,1831.5115325789486,201055.2253415956,8000,1110.721078865162,585.2354316942432,139931.01795944743,60068.98204055257,134397.2505426846,84328.26850213327,2e5,0,-0,2e5,510,61710,833.3333333333334,100833.33333333334,510,61710,1e4
122,10.166666666666666,11,2,1834.5364227804073,202889.761764376,8000,1110.721078865162,583.0459081643643,139403.34278874664,60596.65721125336,135507.97162154978,84911.31441029764,2e5,0,-0,2e5,510,62220,833.3333333333334,101666.66666666667,510,62220,1e4
123,10.25,11,3,1837.5663088339627,204727.32807320997,8000,1110.721078865162,580.8472616197777,138873.46897150125,61126.53102849875,136618.69270041495,85492.1616719174,2e5,0,-0,2e5,510,62730,833.3333333333334,102500,510,62730,1e4
124,10.333333333333334,11,4,1840.6011989906715,206567.92927220062,8000,1110.721078865162,578.6394540479218,138341.387346684,61658.612653316,137729.4137792801,86070.80112596533,2e5,0,-0,2e5,510,63240,833.3333333333334,103333.33333333334,510,63240,1e4
125,10.416666666666666,11,5,1843.6411015152162,208411.57037371586,8000,1110.721078865162,576.42244727785,137807.08871509667,62192.911284903326,138840.13485814526,86647.22357324319,2e5,0,-0,2e5,510,63750,833.3333333333334,104166.66666666667,510,63750,1e4
126,10.5,11,6,1846.6860246859305,210258.25639840178,8000,1110.721078865162,574.1962029795694,137270.56383921107,62729.43616078893,139950.85593701043,87221.41977622276,2e5,0,-0,2e5,510,64260,833.3333333333334,105e3,510,64260,1e4
127,10.583333333333334,11,7,1849.735976794819,212107.9923751966,8000,1110.721078865162,571.9606826633794,136731.80344300927,63268.19655699073,141061.57701587558,87793.38045888614,2e5,0,-0,2e5,510,64770,833.3333333333334,105833.33333333334,510,64770,1e4
128,10.666666666666666,11,8,1852.7909661475824,213960.78334134418,8000,1110.721078865162,569.7158476792052,136190.7982118233,63809.201788176695,142172.29809474075,88363.09630656533,2e5,0,-0,2e5,510,65280,833.3333333333334,106666.66666666667,510,65280,1e4
129,10.75,11,9,1855.851001063638,215816.6343424078,8000,1110.721078865162,567.4616592159305,135647.53879217408,64352.46120782592,143283.01917360592,88930.55796578126,2e5,0,-0,2e5,510,65790,833.3333333333334,107500,510,65790,1e4
130,10.833333333333334,11,10,1858.916089876145,217675.55043228396,8000,1110.721078865162,565.1980783007253,135102.01579160962,64897.98420839038,144393.74025247106,89495.756044082,2e5,0,-0,2e5,510,66300,833.3333333333334,108333.33333333334,510,66300,1e4
131,10.916666666666666,11,11,1861.9862409320228,219537.53667321597,8000,1110.721078865162,562.9250657983735,134554.2197785428,65445.780221457186,145504.46133133624,90058.68110988036,2e5,0,-0,2e5,510,66810,833.3333333333334,109166.66666666667,510,66810,1e4
132,11,11,12,1865.0614625919786,221402.59813580796,8000,1110.721078865162,560.6425824105951,134004.14128208824,65995.85871791176,146615.1824102014,90619.32369229096,2e5,0,-0,2e5,510,67320,833.3333333333334,11e4,510,67320,1e4
133,11.083333333333334,12,1,1868.1417632305277,223270.73989903848,8000,1110.721078865162,558.3505886753677,133451.77079189842,66548.22920810158,147725.90348906655,91177.67428096633,2e5,0,-0,2e5,510,67830,833.3333333333334,110833.33333333334,510,67830,1e4
134,11.166666666666666,12,2,1871.2271512360153,225141.9670502745,8000,1110.721078865162,556.0490449662434,132897.09875799948,67102.90124200052,148836.62456793172,91733.72332593257,2e5,0,-0,2e5,510,68340,833.3333333333334,111666.66666666667,510,68340,1e4
135,11.25,12,3,1874.317635010642,227016.28468528515,8000,1110.721078865162,553.7379114916645,132340.11559062597,67659.88440937403,149947.3456467969,92287.46123742424,2e5,0,-0,2e5,510,68850,833.3333333333334,112500,510,68850,1e4
136,11.333333333333334,12,4,1877.4132229704849,228893.69790825565,8000,1110.721078865162,551.4171482942749,131780.81166005507,68219.18833994493,151058.06672566204,92838.8783857185,2e5,0,-0,2e5,510,69360,833.3333333333334,113333.33333333334,510,69360,1e4
137,11.416666666666666,12,5,1880.5139235455206,230774.21183180116,8000,1110.721078865162,549.0867152502294,131219.17729644012,68780.82270355988,152168.7878045272,93387.96510096874,2e5,0,-0,2e5,510,69870,833.3333333333334,114166.66666666667,510,69870,1e4
138,11.5,12,6,1883.619745179649,232657.8315769808,8000,1110.721078865162,546.7465720685004,130655.20278964347,69344.79721035653,153279.50888339238,93934.71167303724,2e5,0,-0,2e5,510,70380,833.3333333333334,115e3,510,70380,1e4
139,11.583333333333334,12,7,1886.7306963307153,234544.56227331152,8000,1110.721078865162,544.3966782901812,130088.87838906849,69911.12161093151,154390.22996225752,94479.10835132742,2e5,0,-0,2e5,510,70890,833.3333333333334,115833.33333333334,510,70890,1e4
140,11.666666666666666,12,8,1889.846785470534,236434.40905878207,8000,1110.721078865162,542.0369932877853,129520.19430349111,70479.80569650889,155500.9510411227,95021.1453446152,2e5,0,-0,2e5,510,71400,833.3333333333334,116666.66666666667,510,71400,1e4
141,11.75,12,9,1892.968021084911,238327.37707986697,8000,1110.721078865162,539.6674762645463,128949.1407008905,71050.8592991095,156611.67211998787,95560.81282087976,2e5,0,-0,2e5,510,71910,833.3333333333334,117500,510,71910,1e4
142,11.833333333333334,12,10,1896.0944116736678,240223.47149154064,8000,1110.721078865162,537.2880862537104,128375.70770827905,71624.29229172095,157722.393198853,96098.10090713347,2e5,0,-0,2e5,510,72420,833.3333333333334,118333.33333333334,510,72420,1e4
143,11.916666666666666,12,11,1899.2259657506634,242122.6974572913,8000,1110.721078865162,534.8987821178293,127799.88541153172,72200.11458846828,158833.11427771818,96632.9996892513,2e5,0,-0,2e5,510,72930,833.3333333333334,119166.66666666667,510,72930,1e4
144,12,12,12,1902.3626918438183,244025.06014913513,8000,1110.721078865162,532.4995225480488,127221.66385521462,72778.33614478538,159943.83535658335,97165.49921179934,2e5,0,-0,2e5,510,73440,833.3333333333334,12e4,510,73440,1e4
145,12.083333333333334,13,1,1905.5045984951382,245930.56474763027,8000,1110.721078865162,530.0902660633942,126641.03304241285,73358.96695758715,161054.5564354485,97695.58947786274,2e5,0,-0,2e5,510,73950,833.3333333333334,120833.33333333334,510,73950,1e4
146,12.166666666666666,13,2,1908.6516942607357,247839.21644189098,8000,1110.721078865162,527.6709710100536,126057.98293455775,73942.01706544225,162165.27751431367,98223.2604488728,2e5,0,-0,2e5,510,74460,833.3333333333334,121666.66666666667,510,74460,1e4
147,12.25,13,3,1911.8039877108547,249751.02042960183,8000,1110.721078865162,525.2415955606573,125472.50345125324,74527.49654874676,163275.99859317884,98748.50204443345,2e5,0,-0,2e5,510,74970,833.3333333333334,122500,510,74970,1e4
148,12.333333333333334,13,4,1914.9614874298945,251665.98191703175,8000,1110.721078865162,522.8020977135552,124884.58447010165,75115.41552989835,164386.71967204398,99271.304142147,2e5,0,-0,2e5,510,75480,833.3333333333334,123333.33333333334,510,75480,1e4
149,12.416666666666666,13,5,1918.1242020164311,253584.10611904817,8000,1110.721078865162,520.3524352920901,124294.21582652858,75705.78417347142,165497.44075090915,99791.65657743909,2e5,0,-0,2e5,510,75990,833.3333333333334,124166.66666666667,510,75990,1e4
150,12.5,13,6,1921.2921400832422,255505.3982591314,8000,1110.721078865162,517.892565943869,123701.3873136073,76298.6126863927,166608.16182977433,100309.54914338296,2e5,0,-0,2e5,510,76500,833.3333333333334,125e3,510,76500,1e4
151,12.583333333333334,13,7,1924.4653102573297,257429.86356938875,8000,1110.721078865162,515.4224471400304,123106.08868188217,76893.91131811783,167718.88290863947,100824.971590523,2e5,0,-0,2e5,510,77010,833.3333333333334,125833.33333333334,510,77010,1e4
152,12.666666666666666,13,8,1927.6437211799446,259357.5072905687,8000,1110.721078865162,512.9420361745091,122508.30963919153,77491.69036080847,168829.60398750464,101337.9136266975,2e5,0,-0,2e5,510,77520,833.3333333333334,126666.66666666667,510,77520,1e4
153,12.75,13,9,1930.8273815066093,261288.3346720753,8000,1110.721078865162,510.45129016329804,121908.03985048967,78091.96014951033,169940.3250663698,101848.3649168608,2e5,0,-0,2e5,510,78030,833.3333333333334,127500,510,78030,1e4
154,12.833333333333334,13,10,1934.0162999071413,263222.35097198247,8000,1110.721078865162,507.950166043707,121305.26893766822,78694.73106233178,171051.04614523496,102356.3150829045,2e5,0,-0,2e5,510,78540,833.3333333333334,128333.33333333334,510,78540,1e4
155,12.916666666666666,13,11,1937.2104850656765,265159.5614570481,8000,1110.721078865162,505.4386205736176,120699.98647937669,79300.01352062331,172161.76722410013,102861.75370347813,2e5,0,-0,2e5,510,79050,833.3333333333334,129166.66666666667,510,79050,1e4
156,13,13,12,1940.4099456806948,267099.9714027288,8000,1110.721078865162,502.9166103307362,120092.18201084227,79907.81798915773,173272.4883029653,103364.67031380886,2e5,0,-0,2e5,510,79560,833.3333333333334,13e4,510,79560,1e4
157,13.083333333333334,14,1,1943.614690465041,269043.58609319385,8000,1110.721078865162,500.38409171184276,119481.84502368895,80518.15497631105,174383.20938183044,103865.0544055207,2e5,0,-0,2e5,510,80070,833.3333333333334,130833.33333333334,510,80070,1e4
158,13.166666666666666,14,2,1946.8247281459503,270990.4108213398,8000,1110.721078865162,497.8410209320373,118868.96496575583,81131.03503424417,175493.9304606956,104362.89542645274,2e5,0,-0,2e5,510,80580,833.3333333333334,131666.6666666667,510,80580,1e4
159,13.25,14,3,1950.0400674650723,272940.45088880486,8000,1110.721078865162,495.28735402398263,118253.53124091466,81746.46875908534,176604.6515395608,104858.18278047672,2e5,0,-0,2e5,510,81090,833.3333333333334,132500,510,81090,1e4
160,13.333333333333334,14,4,1953.2607171784928,274893.7116059834,8000,1110.721078865162,492.7230468371444,117635.53320888664,82364.46679111336,177715.37261842593,105350.90582731387,2e5,0,-0,2e5,510,81600,833.3333333333334,133333.33333333334,510,81600,1e4
161,13.416666666666666,14,5,1956.4866860567597,276850.19829204015,8000,1110.721078865162,490.1480550370277,117014.96018505852,82985.03981494148,178826.0936972911,105841.0538823509,2e5,0,-0,2e5,510,82110,833.3333333333334,134166.6666666667,510,82110,1e4
162,13.5,14,6,1959.7179828849069,278809.91627492505,8000,1110.721078865162,487.56233410441047,116391.80144029777,83608.19855970223,179936.81477615627,106328.61621645531,2e5,0,-0,2e5,510,82620,833.3333333333334,135e3,510,82620,1e4
163,13.583333333333334,14,7,1962.9546164624762,280772.8708913875,8000,1110.721078865162,484.965839334574,115766.04620076719,84233.95379923281,181047.53585502142,106813.58205578988,2e5,0,-0,2e5,510,83130,833.3333333333334,135833.33333333334,510,83130,1e4
164,13.666666666666666,14,8,1966.1965956035435,282739.06748699106,8000,1110.721078865162,482.35852583652996,115137.68364773857,84862.31635226143,182158.2569338866,107295.9405816264,2e5,0,-0,2e5,510,83640,833.3333333333334,136666.6666666667,510,83640,1e4
165,13.75,14,9,1969.4439291367414,284708.5114161278,8000,1110.721078865162,479.740348532244,114506.70291740565,85493.29708259435,183268.97801275176,107775.68093015865,2e5,0,-0,2e5,510,84150,833.3333333333334,137500,510,84150,1e4
166,13.833333333333334,14,10,1972.696625905284,286681.2080420331,8000,1110.721078865162,477.1112621558569,113873.09310069635,86126.90689930365,184379.6990916169,108252.7921923145,2e5,0,-0,2e5,510,84660,833.3333333333334,138333.33333333334,510,84660,1e4
167,13.916666666666666,14,11,1975.95469476699,288657.1627368001,8000,1110.721078865162,474.47122125290144,113236.84324308409,86763.15675691591,185490.42017048207,108727.26341356742,2e5,0,-0,2e5,510,85170,833.3333333333334,139166.6666666667,510,85170,1e4
168,14,14,12,1979.2181445943086,290636.3808813944,8000,1110.721078865162,471.820180179517,112597.94234439846,87402.05765560154,186601.14124934725,109199.08359374692,2e5,0,-0,2e5,510,85680,833.3333333333334,14e4,510,85680,1e4
169,14.083333333333334,15,1,1982.486984274342,292618.8678656687,8000,1110.721078865162,469.1580931016602,111956.37935863496,88043.62064136504,187711.8623282124,109668.24168684859,2e5,0,-0,2e5,510,86190,833.3333333333334,140833.33333333334,510,86190,1e4
170,14.166666666666666,15,2,1985.7612227088694,294604.6290883776,8000,1110.721078865162,466.48491399431236,111312.14319376412,88687.85680623588,188822.58340707756,110134.7266008429,2e5,0,-0,2e5,510,86700,833.3333333333334,141666.6666666667,510,86700,1e4
171,14.25,15,3,1989.0408688143734,296593.669957192,8000,1110.721078865162,463.8005966406838,110665.22271153964,89334.77728846036,189933.30448594273,110598.52719748359,2e5,0,-0,2e5,510,87210,833.3333333333334,142500,510,87210,1e4
172,14.333333333333334,15,4,1992.3259315220623,298585.99588871404,8000,1110.721078865162,461.10509463141517,110015.6067273059,89984.3932726941,191044.02556480787,111059.632292115,2e5,0,-0,2e5,510,87720,833.3333333333334,143333.33333333334,510,87720,1e4
173,14.416666666666666,15,5,1995.616419777895,300581.6123084919,8000,1110.721078865162,458.3983613637746,109363.28400980451,90636.71599019549,192154.74664367305,111518.03065347878,2e5,0,-0,2e5,510,88230,833.3333333333334,144166.6666666667,510,88230,1e4
174,14.5,15,6,1998.912342542605,302580.5246510345,8000,1110.721078865162,455.68035004085215,108708.24328098021,91291.75671901979,193265.46772253822,111973.71100351962,2e5,0,-0,2e5,510,88740,833.3333333333334,145e3,510,88740,1e4
175,14.583333333333334,15,7,2002.2137087917258,304582.73835982627,8000,1110.721078865162,452.95101367075085,108050.47321578581,91949.52678421419,194376.18880140336,112426.66201719038,2e5,0,-0,2e5,510,89250,833.3333333333334,145833.33333333334,510,89250,1e4
176,14.666666666666666,15,8,2005.5205275156145,306588.2588873419,8000,1110.721078865162,450.2103050657742,107389.96244198643,92610.03755801357,195486.90988026853,112876.87232225615,2e5,0,-0,2e5,510,89760,833.3333333333334,146666.6666666667,510,89760,1e4
177,14.75,15,9,2008.8328077194765,308597.09169506136,8000,1110.721078865162,447.4581768416101,106726.69953996288,93273.30046003712,196597.6309591337,113324.33049909776,2e5,0,-0,2e5,510,90270,833.3333333333334,147500,510,90270,1e4
178,14.833333333333334,15,10,2012.1505584233898,310609.2422534847,8000,1110.721078865162,444.694581416512,106060.67304251423,93939.32695748577,197708.35203799885,113769.02508051427,2e5,0,-0,2e5,510,90780,833.3333333333334,148333.33333333334,510,90780,1e4
179,14.916666666666666,15,11,2015.4737886623298,312624.7160421471,8000,1110.721078865162,441.91947101047595,105391.87143465955,94608.12856534045,198819.07311686402,114210.94455152475,2e5,0,-0,2e5,510,91290,833.3333333333334,149166.6666666667,510,91290,1e4
180,15,15,12,2018.8025074861948,314643.51854963327,8000,1110.721078865162,439.1327976444148,104720.28315343881,95279.71684656119,199929.7941957292,114650.07734916917,2e5,0,-0,2e5,510,91800,833.3333333333334,15e4,510,91800,1e4
181,15.083333333333334,16,1,2022.1367239598285,316665.6552735931,8000,1110.721078865162,436.33451313932835,104045.89658771298,95954.10341228702,201040.51527459433,115086.4118623085,2e5,0,-0,2e5,510,92310,833.3333333333334,150833.33333333334,510,92310,1e4
182,15.166666666666666,16,2,2025.476447163047,318691.1317207561,8000,1110.721078865162,433.52456911547074,103368.7000779633,96631.2999220367,202151.2363534595,115519.93643142396,2e5,0,-0,2e5,510,92820,833.3333333333334,151666.6666666667,510,92820,1e4
183,15.25,16,3,2028.821686190661,320719.9534069468,8000,1110.721078865162,430.70291699151375,102688.68191608966,97311.31808391034,203261.95743232468,115950.63934841548,2e5,0,-0,2e5,510,93330,833.3333333333334,152500,510,93330,1e4
184,15.333333333333334,16,4,2032.1724501525036,322752.1258570993,8000,1110.721078865162,427.8695079837069,102005.8303452082,97994.1696547918,204372.67851118982,116378.50885639919,2e5,0,-0,2e5,510,93840,833.3333333333334,153333.33333333334,510,93840,1e4
185,15.416666666666666,16,5,2035.5287481734526,324787.65460527275,8000,1110.721078865162,425.0242931050342,101320.13355944808,98679.86644055192,205483.399590055,116803.53314950422,2e5,0,-0,2e5,510,94350,833.3333333333334,154166.6666666667,510,94350,1e4
186,15.5,16,6,2038.8905893934573,326826.5451946662,8000,1110.721078865162,422.167223164367,100631.57970374728,99368.42029625272,206594.12066892016,117225.70037266858,2e5,0,-0,2e5,510,94860,833.3333333333334,155e3,510,94860,1e4
187,15.583333333333334,16,7,2042.2579829675606,328868.8031776338,8000,1110.721078865162,419.29824876561366,99940.15687364773,100059.84312635227,207704.8417477853,117644.9986214342,2e5,0,-0,2e5,510,95370,833.3333333333334,155833.33333333334,510,95370,1e4
188,15.666666666666666,16,8,2045.6309380659266,330914.43411569967,8000,1110.721078865162,416.4173203068656,99245.85311508944,100754.14688491056,208815.56282665048,118061.41594174107,2e5,0,-0,2e5,510,95880,833.3333333333334,156666.6666666667,510,95880,1e4
189,15.75,16,9,2049.009463873866,332963.44357957353,8000,1110.721078865162,413.5243879795393,98548.65642420383,101451.34357579617,209926.28390551565,118474.9403297206,2e5,0,-0,2e5,510,96390,833.3333333333334,157500,510,96390,1e4
190,15.833333333333334,16,10,2052.3935695918576,335015.8371491654,8000,1110.721078865162,410.61940176751597,97848.55474710619,102151.44525289381,211037.0049843808,118885.55973148812,2e5,0,-0,2e5,510,96900,833.3333333333334,158333.33333333334,510,96900,1e4
191,15.916666666666666,16,11,2055.7832644355763,337071.620413601,8000,1110.721078865162,407.70231144627576,97145.53597968731,102854.46402031269,212147.72606324597,119293.2620429344,2e5,0,-0,2e5,510,97410,833.3333333333334,159166.6666666667,510,97410,1e4
192,16,16,12,2059.178557635919,339130.7989712369,8000,1110.721078865162,404.7730665820304,96439.58796740418,103560.41203259582,213258.44714211114,119698.03510951642,2e5,0,-0,2e5,510,97920,833.3333333333334,16e4,510,97920,1e4
193,16.083333333333332,17,1,2062.579458439025,341193.37842967594,8000,1110.721078865162,401.83161653085074,95730.69850506987,104269.30149493013,214369.16822097628,120099.86672604727,2e5,0,-0,2e5,510,98430,833.3333333333334,160833.33333333334,510,98430,1e4
194,16.166666666666668,17,2,2065.985976106308,343259.36440578225,8000,1110.721078865162,398.8779104377911,95018.8553366425,104981.1446633575,215479.88929984145,120498.74463648506,2e5,0,-0,2e5,510,98940,833.3333333333334,161666.6666666667,510,98940,1e4
195,16.25,17,3,2069.398119914474,345328.7625256967,8000,1110.721078865162,395.9118972360104,94304.04615501336,105695.95384498664,216590.6103787066,120894.65653372108,2e5,0,-0,2e5,510,99450,833.3333333333334,162500,510,99450,1e4
196,16.333333333333332,17,4,2072.815899155554,347401.5784248523,8000,1110.721078865162,392.933525645889,93586.25860179409,106413.74139820591,217701.33145757177,121287.59005936696,2e5,0,-0,2e5,510,99960,833.3333333333334,163333.33333333334,510,99960,1e4
197,16.416666666666668,17,5,2076.239323136922,349477.8177479892,8000,1110.721078865162,389.94274417414204,92865.48026710308,107134.51973289692,218812.05253643694,121677.53280354111,2e5,0,-0,2e5,510,100470,833.3333333333334,164166.6666666667,510,100470,1e4
198,16.5,17,6,2079.6684011813263,351557.4861491705,8000,1110.721078865162,386.93950111292946,92141.69868935084,107858.30131064916,219922.77361530208,122064.47230465405,2e5,0,-0,2e5,510,100980,833.3333333333334,165e3,510,100980,1e4
199,16.583333333333332,17,7,2083.1031426269114,353640.5892917974,8000,1110.721078865162,383.92374453896184,91414.90135502465,108585.09864497535,221033.49469416725,122448.396049193,2e5,0,-0,2e5,510,101490,833.3333333333334,165833.33333333334,510,101490,1e4
200,16.666666666666668,17,8,2086.5435568272455,355727.13284862466,8000,1110.721078865162,380.8954223126027,90685.0756984721,109314.9243015279,222144.21577303243,122829.29147150561,2e5,0,-0,2e5,510,102e3,833.3333333333334,166666.6666666667,510,102e3,1e4
